Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
b3607c59-5802-bda4-c9f9-d400c5142e73,1998-06-13,,999-24-3913,S99917628,X69730083X,Mr.,Douglas31,Hartmann983,,,,white,nonhispanic,M,Longmeadow  Massachusetts  US,624 Harris Well Suite 47,Boston,Massachusetts,Suffolk County,25025,02135,42.314849987319135,-71.146250540721,23739.98,10759.70,303981
948ff4ba-bd9f-885d-6d55-7a3771e16ad9,1959-05-07,,999-10-2025,S99953377,X38268270X,Mr.,Lucas404,Hilpert278,,,D,white,nonhispanic,M,Shrewsbury  Massachusetts  US,585 West Loaf,Rockland,Massachusetts,Plymouth County,,00000,42.13910228079164,-70.89771113147803,603986.55,469651.95,65310
15e9d09d-3df8-b792-9212-c984f2620b43,1961-04-19,2018-05-02,999-67-4163,S99977174,X51588008X,Mr.,Terrence276,Wuckert783,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,662 Rosenbaum Mall,Billerica,Massachusetts,Middlesex County,,00000,42.561238587599554,-71.30696634423883,75887.96,2224619.96,139408
e879962c-9893-d936-7a9a-9863cce2a2f5,2001-08-21,,999-75-4868,S99985702,X6599445X,Mr.,Lawerence6,Stamm704,,,,white,nonhispanic,M,Lynn  Massachusetts  US,897 Hyatt Rue Unit 66,Carver,Massachusetts,Plymouth County,,00000,41.82628269796085,-70.74413288668283,84730.41,687413.68,90654
8060778e-9515-0904-3be6-666645397461,1995-10-03,,999-17-9790,S99969064,X18330482X,Mrs.,Irene779,Saldaña5,,Rosas160,M,white,hispanic,F,Marigot  Saint Andrew Parish  DM,535 Ruecker Junction Suite 66,Boston,Massachusetts,Suffolk County,25025,02199,42.32499848478926,-71.07095076398424,12042.58,186124.28,17789
34935e4b-cd12-249b-33e4-921c3fa08b42,1957-02-09,,999-52-1878,S99967210,X72438111X,Mr.,Darell496,Hermiston71,,,S,white,nonhispanic,M,Pepperell  Massachusetts  US,926 Jaskolski Light,Rockland,Massachusetts,Plymouth County,,00000,42.13451764658343,-70.86418216117643,80056.02,155309.23,111878
223c65b2-64a5-b7c3-50f6-e65f588d9bd9,1981-09-03,,999-12-2078,S99975364,X3634261X,Ms.,Jordan900,Gottlieb798,,,S,white,nonhispanic,F,Attleboro  Massachusetts  US,223 Hermann Junction,Winchester,Massachusetts,Middlesex County,25017,01890,42.43593609414564,-71.13873519989538,231789.57,543469.20,243045
46ac271b-5dda-dcc8-961f-6dc6910a42f6,2008-01-28,,999-50-3842,S99976477,,,Rupert654,Trantow673,,,,white,nonhispanic,M,Boston  Massachusetts  US,606 Grady Bay,Chesterfield,Massachusetts,Hampshire County,,00000,42.38850176010905,-72.80746652503159,29285.70,2498.49,61715
33a85900-189f-70dc-b13f-b6db15cbf91f,1976-10-27,,999-52-4875,S99930956,X50967496X,Ms.,Kaley842,Stracke611,,,S,white,nonhispanic,F,Pittsfield  Massachusetts  US,697 Smitham Park Apt 39,Shrewsbury,Massachusetts,Worcester County,,00000,42.25352717300993,-71.70449252645764,155922.94,313567.82,199563
67db061a-3436-52cf-4ac4-87b7d23f50f9,1974-05-03,,999-26-4541,S99964827,X15235813X,Mr.,Efrain317,Torphy630,,,M,asian,nonhispanic,M,Busan  Busan  KR,866 Carter Brook,Gloucester,Massachusetts,Essex County,25009,01930,42.5860395651684,-70.71882363685494,93907.57,13246.21,90217
4114ef59-50e6-8aca-fcdc-e0d87e8018a0,1972-02-03,,999-96-6817,S99939847,X7047620X,Mrs.,Karyl215,Hermann103,,Parker433,D,white,nonhispanic,F,Lexington  Massachusetts  US,642 Quigley Estate,Georgetown,Massachusetts,Essex County,,00000,42.77009557794709,-71.00654264190956,285383.73,913514.47,146133
e1893692-8833-1403-3867-5816f80d7c57,2019-06-04,,999-35-8357,,,,Duncan491,Ullrich385,,,,hawaiian,hispanic,M,Malden  Massachusetts  US,415 Kertzmann Boulevard,Springfield,Massachusetts,Hampden County,25013,01129,42.091127855156934,-72.48363628073983,9217.51,1778.58,35584
93a037db-92f1-7e61-c59b-a689c94ce94c,2014-09-12,,999-82-4703,,,,George991,Bernhard322,,,,white,nonhispanic,M,Granby  Massachusetts  US,210 Ratke Bay Apt 97,Cambridge,Massachusetts,Middlesex County,25017,02141,42.40106570376082,-71.16386135272913,15004.79,0.00,94788
1324d95e-a761-4aa3-82e3-14863d063f2d,1949-01-17,,999-69-7814,S99920605,X7038804X,Mr.,Bernie827,Gerlach374,,,W,white,nonhispanic,M,Taunton  Massachusetts  US,673 Rogahn Bypass Apt 67,Millis,Massachusetts,Norfolk County,,00000,42.21833078320633,-71.38009282942267,99368.61,114046.56,595922
67def1c3-2a17-be43-2150-8a9190212654,1967-07-10,,999-81-1391,S99990481,X27629841X,Mrs.,Kattie846,Hickle134,,Jacobson885,W,white,nonhispanic,F,Woburn  Massachusetts  US,357 Graham Quay Unit 94,Brookline,Massachusetts,Norfolk County,25021,02446,42.31829212835415,-71.12583838906248,1136536.45,463594.53,83579
688137a2-9e79-8610-ee80-daaa0db7c833,2010-12-07,,999-85-2437,,,,Kacy732,Adams676,,,,white,hispanic,F,New Bedford  Massachusetts  US,864 Weber Fort Unit 22,Framingham,Massachusetts,Middlesex County,25017,01702,42.362511613719505,-71.47907721214227,19523.40,0.00,129128
2973e98d-0143-ccb2-7b90-9cef44a8c547,2001-02-17,,999-33-5302,S99966548,X65762708X,Ms.,Frederica279,Langosh790,,,,black,nonhispanic,F,Boston  Massachusetts  US,538 O'Kon Key,Boston,Massachusetts,Suffolk County,25025,02108,42.38549324260426,-71.09871613041815,105641.60,368102.96,114253
4a750312-b50e-04e8-734f-540adb81914e,1983-11-12,,999-99-9243,S99950144,X59546930X,Mr.,Wally311,Torphy630,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,638 Schultz Lodge,Spencer,Massachusetts,Worcester County,25027,01562,42.28519407164049,-71.99295679997773,37967.20,6480.22,70805
2dfbd671-d0b5-f7f5-9571-cb76793a77e4,1981-06-03,,999-77-3733,S99987255,X52040492X,Mrs.,Lavone763,Klocko335,,Goodwin327,D,white,nonhispanic,F,Fall River  Massachusetts  US,718 Ledner Wynd Suite 43,Middleborough,Massachusetts,Plymouth County,,00000,41.92077836895409,-70.82926969574501,149259.38,725531.84,182590
b0aa9463-9f94-4e07-1062-61cd763ecdf1,1985-11-16,,999-20-3870,S99915243,X13167622X,Mrs.,Ivana95,Marks830,,Green467,M,white,hispanic,F,Lynn  Massachusetts  US,513 Stokes Road Apt 44,Lowell,Massachusetts,Middlesex County,25017,01850,42.608810551233105,-71.35617932957626,312786.34,887469.21,98461
91413368-2ee9-7804-bd47-ab648b91ea30,1966-09-19,2012-06-06,999-82-2998,S99950640,X17016537X,Mr.,Ezekiel373,Klein929,,,D,white,nonhispanic,M,Amherst Center  Massachusetts  US,471 Armstrong Neck Suite 45,Melrose,Massachusetts,Middlesex County,25017,02176,42.48870012190462,-71.05568060871778,117666.27,37084.09,162662
1f1c84aa-adb9-ce92-a2eb-e03883b97b06,1928-06-28,2007-03-05,999-72-1301,S99933528,X8167060X,Mrs.,Giselle809,Greenholt190,,Cassin499,M,asian,nonhispanic,F,Lee  Massachusetts  US,565 Green Esplanade,Norwood,Massachusetts,Norfolk County,25021,02062,42.242497535117444,-71.23635583344327,264701.73,860440.89,30720
23ae3b09-dc28-cb0b-2c6a-45bd4d639aeb,1947-05-26,2014-05-07,999-97-4197,S99990207,X17369888X,Mrs.,Leta870,Kutch271,,Hirthe744,D,white,nonhispanic,F,Belmont  Massachusetts  US,222 Koch Well Unit 30,Sandwich,Massachusetts,Barnstable County,25001,02563,41.70954663279309,-70.44029544929914,290041.93,1795599.54,181391
a7a292a8-ed18-fe8d-7a84-6dcab1cd095f,1953-06-29,,999-39-4423,S99914226,X36262148X,Ms.,Candra395,Spinka232,,,S,white,nonhispanic,F,Chicopee  Massachusetts  US,294 Cruickshank Course Unit 77,North Attleborough,Massachusetts,Bristol County,,00000,41.97822374735659,-71.36646518164697,241830.27,605028.33,135207
88f0fdfb-339e-917d-49a9-0dd25a881352,1935-04-09,2017-10-22,999-41-2515,S99948867,X17311476X,Mrs.,Shavonda114,Monahan736,,Will178,D,black,nonhispanic,F,Townsend  Massachusetts  US,533 Goyette Arcade,Springfield,Massachusetts,Hampden County,25013,01108,42.10585040509523,-72.55724364072893,609851.88,781524.23,76387
ec109395-33af-c054-527d-a9d56d0ef598,1970-11-18,,999-50-9761,S99967914,X39757438X,Mrs.,Agueda283,Greenholt190,,Gerlach374,M,black,nonhispanic,F,Bourne  Massachusetts  US,976 Dibbert Harbor Suite 85,Quincy,Massachusetts,Norfolk County,25021,02186,42.24268715661557,-71.02617943355541,205080.26,1460300.76,23751
dd1bbba7-6740-24ac-3f23-305b63463b74,1964-02-20,2018-01-20,999-45-6519,S99998733,X70974709X,Mr.,Lorenzo669,Griego535,,,M,white,hispanic,M,Portsmouth  Saint John Parish  DM,923 Kuhn Rapid Suite 17,Peabody,Massachusetts,Essex County,25009,01960,42.49378040147232,-70.94851723040276,51412.49,722781.57,20141
d0ccaff1-6126-41c3-beab-d7748b03d17b,1960-07-08,,999-61-9328,S99912542,X16932768X,Ms.,Maya972,Lubowitz58,,,S,black,nonhispanic,F,Fitchburg  Massachusetts  US,990 Miller Dam,Abington,Massachusetts,Plymouth County,25023,02351,42.15138121318807,-70.91384963711916,64516.08,1155703.00,13231
aaba583d-f517-4969-ea28-5198ee659d67,1961-04-19,,999-59-4977,S99992418,X51625292X,Mr.,Gary33,Nader710,,,W,white,nonhispanic,M,Lynn  Massachusetts  US,915 Shields Heights,Billerica,Massachusetts,Middlesex County,,00000,42.54547886248453,-71.27354362345243,270038.31,422635.09,139408
1aed6c1c-a6ea-76d6-62f1-7ae09d61bbc4,1966-09-19,,999-80-9352,S99992838,X4728895X,Mr.,Bert917,Kuhic920,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,470 Powlowski Fort,Melrose,Massachusetts,Middlesex County,25017,02176,42.46701457694726,-71.05335646679359,74388.86,21669.65,162662
91e20e45-2171-9c64-6155-b1b86cf08573,1928-06-28,2012-04-14,999-64-7975,S99981682,X60129140X,Ms.,Sherril389,Stamm704,,,S,asian,nonhispanic,F,Boston  Massachusetts  US,367 Abshire Course Unit 49,Norwood,Massachusetts,Norfolk County,25021,02062,42.18985721050947,-71.15273639334445,353068.19,1680911.07,30720
9e7387f9-3640-89f6-be2f-ce2ff5eb9357,1964-02-20,,999-98-9299,S99928099,X63118089X,Mr.,Julio César525,Escamilla823,,,M,white,hispanic,M,Wesley  Saint Andrew Parish  DM,281 Walker Course Apt 31,Peabody,Massachusetts,Essex County,25009,01940,42.53825893866539,-70.97218364350276,10606.06,201855.95,20141
48f29c64-f796-b839-2900-9601460bcbe6,1947-05-26,,999-59-1579,S99974227,X51987452X,Mrs.,Quyen270,Pollich983,,Will178,M,white,nonhispanic,F,Newburyport  Massachusetts  US,141 Zemlak Boulevard,Sandwich,Massachusetts,Barnstable County,25001,02563,41.76189974129688,-70.47597145064799,289961.70,771508.57,181391
424f9310-a8cb-0e83-a689-be0eb96b3830,1935-04-09,,999-13-8248,S99938689,X34795205X,Mrs.,Alethia102,Friesen796,,Beatty507,D,black,nonhispanic,F,Acushnet Center  Massachusetts  US,298 Reynolds Meadow Apt 22,Springfield,Massachusetts,Hampden County,25013,01106,42.070570500662036,-72.48865406807336,1465345.40,1711512.27,76387
302baec2-d05c-f7c6-7e68-6d66fc79b2fd,1928-06-28,2014-03-15,999-30-9013,S99994534,X46619253X,Ms.,Courtney281,Nikolaus26,,,S,asian,nonhispanic,F,Salem  Massachusetts  US,1005 Lesch Branch,Norwood,Massachusetts,Norfolk County,25021,02090,42.19749478707047,-71.2281218634153,207732.40,752232.58,30720
e6aa7f0b-f21a-2d4a-5545-a2c1be2cc129,1928-06-28,1987-09-26,999-68-5271,S99930203,X33174079X,Mrs.,Jovan870,Collier206,,Marquardt819,M,asian,nonhispanic,F,Fall River  Massachusetts  US,682 Goodwin Alley,Norwood,Massachusetts,Norfolk County,25021,02062,42.14991592910328,-71.16391981392732,239735.17,1178610.18,30720
e1da9048-174d-28ab-ae84-43ef10684067,1928-06-28,2008-06-14,999-25-5204,S99957865,X57741963X,Mrs.,Suzanne628,Lueilwitz711,,Kulas532,D,asian,nonhispanic,F,Westport  Massachusetts  US,480 Rau Bypass Suite 55,Norwood,Massachusetts,Norfolk County,25021,02090,42.252191569826984,-71.24150819099602,302358.09,1683986.47,30720
9a69214a-f584-ae25-d9eb-97ca2956f196,1928-06-28,2001-08-21,999-98-9868,S99950161,X88981066X,Ms.,Jamee262,Labadie908,,,S,asian,nonhispanic,F,Monson  Massachusetts  US,720 Schaden Viaduct Apt 41,Norwood,Massachusetts,Norfolk County,25021,02062,42.253050699904364,-71.23587673113623,399723.98,1551035.40,30720
4e24a7e0-8b7a-f921-c676-11a76f08c722,1928-06-28,1978-07-06,999-77-9923,S99931952,X80947581X,Mrs.,Meri607,Schumm995,,Fahey393,M,asian,nonhispanic,F,Amesbury  Massachusetts  US,568 Parker Track,Norwood,Massachusetts,Norfolk County,25021,02090,42.183776066388795,-71.23585891169054,147623.15,1204213.85,30720
7255df58-6587-3bf6-003d-6acc9641f154,1928-06-28,2017-03-25,999-40-4734,S99969147,X26794106X,Mrs.,Brenda158,Borer986,,Lueilwitz711,M,asian,nonhispanic,F,Amherst  Massachusetts  US,426 Gulgowski Key,Norwood,Massachusetts,Norfolk County,25021,02062,42.18049438638971,-71.21491622522004,300050.32,2123067.99,30720
7b2683ff-ad72-a3f3-786c-a6dcdfd2fedb,1928-06-28,,999-42-2119,S99983549,X21190781X,Ms.,Adrian111,Hackett68,,,S,asian,nonhispanic,F,Acton  Massachusetts  US,506 Tremblay Harbor,Norwood,Massachusetts,Norfolk County,25021,02090,42.188229276189,-71.2401337651891,484555.03,1426196.98,30720
