Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON
ad2713e5-b226-1b31-88ff-88ecf7eea97f,1949-08-24,,999-90-7632,S99966747,X79951639X,Mr.,Jefferson174,Thiel172,,,M,white,nonhispanic,M,Chelmsford  Massachusetts  US,1017 Kris Brook Suite 45,Great Barrington,Massachusetts,Berkshire County,25003.0,1230,42.16687960972312,-73.36400820827846
5be8b222-18d3-d20d-d40f-f7f85782c35f,1953-01-16,,999-78-4268,S99954603,X10272450X,Mr.,Frankie174,Baumbach677,,,M,hawaiian,nonhispanic,M,Boston  Massachusetts  US,476 Purdy Divide Unit 15,Kingston,Massachusetts,Plymouth County,25023.0,2364,41.9810786419066,-70.70583361433927
70c4dcab-25ec-bd35-3d37-01a1453932a1,1966-12-30,,999-56-1249,S99982279,X87150714X,Mr.,Paul232,Kling921,,,D,white,nonhispanic,M,Westport  Massachusetts  US,410 Nolan View Apt 93,Shrewsbury,Massachusetts,Worcester County,,0,42.29712089798648,-71.73972402964581
3c031007-bab5-4cc8-3921-82834f37d03a,1944-03-18,2016-04-05,999-99-7276,S99972709,X42219673X,Mr.,Peter292,Lebsack687,,,M,white,nonhispanic,M,Andover  Massachusetts  US,615 Hackett Fort,Whitman,Massachusetts,Plymouth County,,0,42.11912624968816,-70.97559038317853
d80dff11-c8fd-95c3-073e-d1a957df605e,1944-11-16,,999-29-6697,S99935842,X33615507X,Mr.,Jeremy766,Kris249,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,831 Dach Mill Suite 61,Boston,Massachusetts,Suffolk County,25025.0,2118,42.33312712083648,-70.98660755220783
efb59c62-a5d2-3de2-352d-de798c7dc7b3,1944-03-18,,999-41-3090,S99913305,X45687517X,Mr.,Blake449,Hamill307,,,M,white,nonhispanic,M,Bridgewater  Massachusetts  US,222 Prohaska Dam Suite 65,Whitman,Massachusetts,Plymouth County,,0,42.080835453344605,-70.9651049285859
87760d2c-3114-94c2-2b7d-93ea810140d8,1955-12-23,,999-89-5184,S99938156,X40149070X,Mr.,Linwood526,Kutch271,,,S,black,nonhispanic,M,Leominster  Massachusetts  US,736 Jerde Avenue Unit 30,Arlington,Massachusetts,Middlesex County,25017.0,2474,42.38579468884077,-71.2131853331951
e8cf0d75-6b1f-41d0-308a-0846db3cc98a,1944-08-16,,999-34-8896,S99933393,X22981078X,Mrs.,Nubia715,Murphy561,,Kuphal363,M,white,nonhispanic,F,Waltham  Massachusetts  US,570 Spencer Run,Milton,Massachusetts,Norfolk County,25021.0,2186,42.24790919943635,-71.06456831031893
11dd6c20-7ffa-5287-07a4-e2b5a5008bbd,1920-11-08,1998-11-21,999-89-7719,S99913816,X7714106X,Mrs.,Serena400,Luettgen772,,Waters156,D,white,nonhispanic,F,Somerville  Massachusetts  US,466 Cole Village,Swansea,Massachusetts,Bristol County,,0,41.78235858697428,-71.16757221052463
0ea36005-7163-c674-54d2-33f09acecf11,1960-02-05,,999-88-3955,S99911368,X58990763X,Mr.,Shawn523,Lockman863,,,S,white,nonhispanic,M,Hopkinton  Massachusetts  US,682 Larkin Mall Apt 39,Lawrence,Massachusetts,Essex County,25009.0,1841,42.74136305746689,-71.12459107134102
70e56505-136d-2189-e7c9-141cf25304e6,1925-01-11,2009-08-04,999-21-1468,S99954380,X33637992X,Ms.,Alina705,Boyer713,,,S,white,hispanic,F,Duxbury  Massachusetts  US,384 Bogan Vista Suite 70,Boxford,Massachusetts,Essex County,25009.0,1921,42.72446704557981,-71.03320749036797
f44f5566-fef1-24c1-00cf-a45e36efbac9,1948-08-17,,999-50-8174,S99931497,X42912155X,Mr.,Jamaal34,Osinski784,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,950 Deckow Spur Unit 14,Rehoboth,Massachusetts,Bristol County,,0,41.83082631652294,-71.294302425105
f378b159-494f-b15b-df24-5b48d83d6331,1920-11-08,2023-06-18,999-75-6192,S99977714,X76987658X,Ms.,Sharilyn202,Bailey598,,,S,white,nonhispanic,F,Foxborough  Massachusetts  US,574 Orn Center,Swansea,Massachusetts,Bristol County,,0,41.76011349677869,-71.19459854736031
cab26381-b1ea-baa4-ee4f-8f6516bd0dd4,1950-02-17,,999-26-5733,S99983822,X19503290X,Mrs.,Melinda114,Auer97,,Doyle959,M,white,nonhispanic,F,Oxford  Massachusetts  US,339 Lakin Well,Stoneham,Massachusetts,Middlesex County,25017.0,2180,42.51112015054362,-71.09769109285915
a81534dd-ebed-f5bd-12ca-674fb1af9775,1960-01-16,2014-11-13,999-27-9539,S99996089,X70688395X,Mr.,Oscar384,Little434,,,S,white,nonhispanic,M,Foxborough  Massachusetts  US,744 Dare Passage,North Falmouth,Massachusetts,Barnstable County,25001.0,2556,41.60737661021199,-70.59985156869988
f22130d7-15cc-46d6-7a39-07d316164ef6,1960-01-16,,999-63-7120,S99927305,X82333822X,Mr.,Leonardo412,Lynch190,,,S,white,nonhispanic,M,Dedham  Massachusetts  US,161 Rau Walk,North Falmouth,Massachusetts,Barnstable County,25001.0,2556,41.6474483108974,-70.64130050973974
857b705b-d9ed-e5cf-60f5-ccaafc25f2c5,1970-06-05,,999-63-8129,S99945682,X9523247X,Mr.,Samuel331,Partida347,,,M,white,hispanic,M,Roseau  Saint George  DM,845 Heathcote Rest,Webster,Massachusetts,Worcester County,25027.0,1570,42.01290212416647,-71.86670136411357
d0aae300-b9e9-81f7-1612-d57d14c8c323,1949-05-14,2009-05-07,999-19-4664,S99979807,X17208078X,Mr.,Xavier983,Ullrich385,,,D,white,nonhispanic,M,Boston  Massachusetts  US,607 Kessler Quay Apt 72,Marblehead,Massachusetts,Essex County,25009.0,1945,42.522491429934085,-70.86607696576796
baf2c338-f115-b7e7-52d4-69aead0d0e49,1949-05-14,,999-14-9165,S99979396,X56505984X,Mr.,Thaddeus38,Williamson769,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,1047 Windler Stravenue,Marblehead,Massachusetts,Essex County,25009.0,1945,42.47192037945632,-70.84453898320037
b76930d2-6e97-85ea-636f-01b4b1b48015,1931-09-03,,999-25-1929,S99986864,X16628750X,Ms.,Santos184,Brakus656,,,S,white,hispanic,F,Haverhill  Massachusetts  US,682 Batz Wall Suite 58,Peabody,Massachusetts,Essex County,25009.0,1940,42.51830225432749,-70.92481899315736
a0089de1-1ae1-3a2e-a2b9-8dd2b7a5c83a,1954-03-27,,999-52-4165,S99960453,X13546971X,Mr.,Willie882,Kozey370,,,M,white,nonhispanic,M,Boston  Massachusetts  US,805 Schiller Approach,Revere,Massachusetts,Suffolk County,25025.0,2151,42.45763856908009,-70.98092873788836
b6946d7d-7a88-d4f3-dd1a-72dce7639390,1965-02-27,,999-50-2664,S99919940,X80531048X,Mr.,Jimmy858,Fay398,,,M,white,nonhispanic,M,Reading  Massachusetts  US,618 Corkery Burg Unit 89,Wrentham,Massachusetts,Norfolk County,,0,42.09980237459026,-71.3724568209339
b7aaecb4-d8a5-5ad4-6c8a-acb66759824d,1922-09-03,2005-06-27,999-78-8564,S99928552,X16567107X,Mr.,Matt836,Rippin620,,,W,white,nonhispanic,M,Pittsfield  Massachusetts  US,560 Jast Lodge,Leominster,Massachusetts,Worcester County,25027.0,1453,42.55235487640471,-71.73917155017126
f84fc1bb-50af-141c-c4be-47e768b47bfd,1949-12-11,,999-88-4486,S99910843,X21660220X,Mr.,Alfonzo975,Monahan736,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,354 Douglas Wall,Wareham,Massachusetts,Plymouth County,,0,41.7164707982625,-70.71896057783546
42307673-15ce-2677-581c-1b6bbe9edb85,1946-07-27,2016-10-15,999-10-3441,S99927252,X76308755X,Mrs.,Augusta206,Quitzon246,,Quigley282,M,white,nonhispanic,F,Franklin  Massachusetts  US,492 Hickle Annex Suite 58,Worcester,Massachusetts,Worcester County,25027.0,1609,42.24358286294754,-71.71587404758438
ed1caf1f-a302-1bac-cb43-911e3dae80a3,1922-09-03,2008-11-08,999-29-2394,S99935502,X78498993X,Mr.,Trinidad33,MacGyver246,,,D,white,nonhispanic,M,Monument Beach  Massachusetts  US,214 Marquardt Mill Suite 38,Leominster,Massachusetts,Worcester County,25027.0,1453,42.54306610782033,-71.75436855269197
07b01257-67de-0b12-1535-91a940cb3730,1963-05-24,,999-62-6297,S99971436,X34190503X,Mr.,Val761,King743,,,S,white,nonhispanic,M,Braintree  Massachusetts  US,131 Hamill Brook,Bourne,Massachusetts,Barnstable County,25001.0,2532,41.700948720595576,-70.56918480452538
ee5d55d5-527b-09a4-8fbd-7b06c2772966,1914-08-11,1993-12-28,999-42-8792,S99930920,X39325273X,Mr.,Erwin847,Koch169,,,D,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,477 Muller Bay Suite 46,Bedford,Massachusetts,Middlesex County,25017.0,1730,42.47227057512165,-71.26451852560255
4eafdefa-2853-c6bb-a2c7-95c21dc34b8a,1939-10-31,,999-61-2718,S99955742,X4194209X,Mr.,Roosevelt595,Ortiz186,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,698 Mayert Park Suite 25,Wilmington,Massachusetts,Middlesex County,25017.0,1887,42.524649623091065,-71.20417383388849
fce08928-0b27-c65f-f4fb-1bfdcde4b2b2,1973-03-03,,999-60-6979,S99932956,X39973022X,Mrs.,Kori635,Ziemann98,,Beier427,M,white,nonhispanic,F,Freetown  Massachusetts  US,370 Ziemann Flat Suite 41,Easton,Massachusetts,Bristol County,,0,42.06547993820965,-71.09029963716064
a689f2b0-e2dd-e5f4-dcb5-8a44c3b835c6,1952-10-14,,999-17-9195,S99981291,X2324024X,Mr.,Percy315,Friesen796,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,575 Ferry Meadow Suite 3,Blandford,Massachusetts,Hampden County,25013.0,1008,42.19016461133461,-72.95607454666172
d740fe92-d478-9205-e646-a66b47920b29,1956-01-30,,999-97-7407,S99926028,X56598363X,Mr.,Tristan353,Rowe323,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,144 Klocko Trailer Apt 69,Marion,Massachusetts,Plymouth County,,0,41.71818731869504,-70.72502306618232
73a4a93a-7e43-62f8-1f8f-a083b9011090,1966-06-08,,999-79-4474,S99917189,X62537292X,Ms.,Andera917,Douglas31,,,S,black,nonhispanic,F,Boston  Massachusetts  US,201 Watsica Row Suite 71,Plymouth,Massachusetts,Plymouth County,25023.0,2360,41.89552437031416,-70.64562500163608
0ed1d218-e1d0-1a81-674f-893148738343,1914-08-11,1994-08-09,999-99-9681,S99989083,X73356667X,Mr.,Jay242,Rowe323,,,S,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,293 Kihn Parade,Bedford,Massachusetts,Middlesex County,25017.0,1730,42.53836381193162,-71.25449032533777
3dde81f7-767e-ae0f-157d-ffd90374fbd9,1953-09-21,2022-09-23,999-78-6220,S99911052,X65196317X,Mr.,Randal152,Keeling57,,,D,white,nonhispanic,M,West Bridgewater  Massachusetts  US,284 Pouros Bypass,Bourne,Massachusetts,Barnstable County,25001.0,2532,41.7049680953433,-70.55310336623332
529f82b3-5e57-bd4e-5c51-0001491737af,1970-03-22,,999-33-8467,S99953264,X68119456X,Mrs.,Edris973,Watsica258,,Mills423,M,white,nonhispanic,F,Leominster  Massachusetts  US,439 Pfeffer Glen,Orleans,Massachusetts,Barnstable County,25001.0,2653,41.758580946706,-69.96348384214436
faad2e8a-924c-87cd-0d3b-242762cd9aff,1950-09-09,,999-42-8638,S99920188,X81717823X,Mr.,Douglas31,Koelpin146,,,S,white,nonhispanic,M,Lawrence  Massachusetts  US,709 Hudson Extension Unit 64,Lynn,Massachusetts,Essex County,25009.0,1902,42.43125437806008,-70.96468597806387
43e9d532-e6d5-3551-e89b-735f96b92a51,1930-07-06,2013-02-15,999-57-3993,S99972594,X11257497X,Mr.,Gary33,Leannon79,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,582 Champlin Mall,Ludlow,Massachusetts,Hampden County,,0,42.1670282277344,-72.4681648416867
a6143524-9126-a728-1e08-4df0f5f29d5a,1940-02-09,,999-66-3322,S99958910,X36902844X,Mr.,Carmen818,Thompson596,,,W,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,1009 Bechtelar Run,Boston,Massachusetts,Suffolk County,25025.0,2119,42.3112545241468,-71.05701326658973
2c863979-2ec7-cf94-1a89-3e1a984030bc,1939-07-29,,999-31-2430,S99939761,X43884468X,Ms.,Chloe501,Becker968,,,S,asian,nonhispanic,F,Gardner  Massachusetts  US,417 Lowe Crossing,Boston,Massachusetts,Suffolk County,25025.0,2119,42.37018213606696,-71.05796408112509
1c08e38d-fe00-8a8e-2ff9-1ce784eeac3e,1959-02-21,,999-39-4863,S99962284,X87186462X,Mr.,Lloyd546,Hoppe518,,,D,white,nonhispanic,M,North Attleborough  Massachusetts  US,879 Funk Rue Suite 81,North Andover,Massachusetts,Essex County,,0,42.65209268359409,-71.11160922808656
e2ed1f63-1199-9cd9-89fc-415a0b5ff082,1927-04-25,2013-04-05,999-71-8082,S99929079,X70993363X,Mr.,Huey641,Howe413,,,S,white,nonhispanic,M,Salisbury  Massachusetts  US,310 Senger Heights Suite 35,Barnstable,Massachusetts,Barnstable County,25001.0,2672,41.70922705706657,-70.4050271301244
928c6270-8abd-e3e9-897d-c5012054560e,1930-07-06,2014-09-17,999-47-9236,S99974113,X80034738X,Mr.,Burt293,Hahn503,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,698 Parisian Rapid,Ludlow,Massachusetts,Hampden County,,0,42.19462738420464,-72.49536682942407
0fb9d0a7-8c1f-04eb-c9dd-aaf64b585deb,1947-11-01,2014-01-14,999-53-4510,S99959900,X3709989X,Mr.,Ashley34,Harvey63,,,D,white,nonhispanic,M,West Boylston  Massachusetts  US,1080 Wehner Dam,Reading,Massachusetts,Middlesex County,25017.0,1867,42.52177294709173,-71.11352148920574
f328fd67-ccf9-e28b-1203-66ba52e77f72,1951-11-19,,999-50-6348,S99953989,X57769028X,Mr.,Jarod376,Reinger292,,,M,white,nonhispanic,M,Hanson  Massachusetts  US,394 Harvey Way,Agawam,Massachusetts,Hampden County,25013.0,1030,42.10672357608868,-72.63662942728075
4e5ea875-745d-7257-bccc-19a2be901fe8,1965-04-28,,999-16-2863,S99953457,X84839860X,Mrs.,Fe271,Morar593,,Blanda868,D,white,nonhispanic,F,Boston  Massachusetts  US,419 Treutel Boulevard Suite 11,Yarmouth,Massachusetts,Barnstable County,,0,41.69015620579805,-70.21557458386782
47c97b1b-edac-ebac-725a-129968a0cbe3,1941-02-13,,999-70-3427,S99969730,X52409023X,Mr.,Kenton313,Mills423,,,S,asian,nonhispanic,M,Sutton  Massachusetts  US,1090 Welch Underpass Apt 63,Boston,Massachusetts,Suffolk County,25025.0,2130,42.41106112459138,-71.02994429053689
8b3cd230-e473-cbe3-4d0e-494b73c903d4,1947-11-01,,999-21-7072,S99944408,X69174212X,Mr.,Elden718,Wilderman619,,,S,white,nonhispanic,M,Revere  Massachusetts  US,136 Mayert Neck,Reading,Massachusetts,Middlesex County,25017.0,1801,42.52564014407712,-71.14625772690508
fad2c3bf-935f-cbe8-5f5e-d07793f13625,1930-07-06,2013-10-08,999-29-3906,S99972460,X67206170X,Mr.,Harry448,Leffler128,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,319 Keeling Bypass Suite 98,Ludlow,Massachusetts,Hampden County,,0,42.13961690938737,-72.41778118862405
498eb74f-7517-aae6-5023-2133c5c5d9e7,1942-11-16,,999-73-6625,S99978224,X75184253X,Mr.,Maurice742,Collier206,,,D,white,nonhispanic,M,Weymouth  Massachusetts  US,908 Ruecker Glen,Newton,Massachusetts,Middlesex County,25017.0,2462,42.3231769497532,-71.2624927875709
78f85c27-4d7b-7a20-6ad5-ef7ef6d27a3a,1978-12-24,,999-54-4916,S99972831,X66377222X,Mr.,Xavier983,Conn188,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,682 Medhurst Lodge,Athol,Massachusetts,Worcester County,25027.0,1331,42.596830690950135,-72.22589743524865
cd4b76ae-453a-e776-9cc0-4ca4eba5ad20,1931-10-02,,999-64-7241,S99955918,X52394363X,Mrs.,Verla696,Buckridge80,,Bode78,M,other,nonhispanic,F,Wilmington  Massachusetts  US,703 Volkman Rest Unit 93,Springfield,Massachusetts,Hampden County,25013.0,1128,42.07871438444584,-72.49760778327615
2f2fb483-b8f8-e640-386e-d0aab95a4504,1950-11-20,2006-06-01,999-26-3602,S99947212,X41560333X,Mr.,Danilo179,Schmidt332,,,M,white,nonhispanic,M,Everett  Massachusetts  US,1079 Howe Center Apt 59,Sturbridge,Massachusetts,Worcester County,25027.0,1507,42.08867758341724,-72.01484180902374
7983ec51-a72f-15e8-050f-ddcd60c29160,1958-07-23,,999-58-3563,S99919181,X72553713X,Mrs.,Junita557,Hayes766,,Ritchie586,M,white,nonhispanic,F,Plainville  Massachusetts  US,438 Kohler Branch,Chelsea,Massachusetts,Suffolk County,25017.0,2149,42.36900760584182,-71.02716912779479
45ca28bd-24d2-4036-a6ee-5e2ff750ca04,1952-11-20,,999-62-4695,S99950212,X26511917X,Mrs.,Tiny880,Herzog843,,Beer512,M,white,nonhispanic,F,Stoughton  Massachusetts  US,540 Hahn Skyway,Danvers,Massachusetts,Essex County,25009.0,1937,42.58046392847466,-70.93512676654349
b233dd12-b60f-3348-5aca-34abe44051aa,1960-05-08,,999-10-8458,S99984062,X7152748X,Mr.,Jarod376,Runolfsdottir785,,,M,white,nonhispanic,M,Acton  Massachusetts  US,365 Grant Club,Bourne,Massachusetts,Barnstable County,25001.0,2532,41.69476372761419,-70.57929665158312
01174da3-8ea0-cc08-8d19-e5f5f55ecc68,1934-03-14,2001-05-30,999-95-6516,S99977906,X75561002X,Mr.,Marty115,Hamill307,,,S,white,nonhispanic,M,Marshfield  Massachusetts  US,985 Dach Vale,Framingham,Massachusetts,Middlesex County,25017.0,1702,42.34116559441009,-71.42859613384549
b414d8b6-252e-4900-4359-37c695632c45,1965-04-29,,999-86-6818,S99937252,X68467778X,Mr.,Nicolas769,Zemlak964,,,W,white,nonhispanic,M,Amherst Center  Massachusetts  US,864 Wehner Estate Unit 34,Holbrook,Massachusetts,Norfolk County,25021.0,2343,42.13780814034364,-70.95035170242625
ee9a0b6c-5681-e790-9582-cb8dca2aec2a,1949-11-19,,999-26-6018,S99978432,X30446179X,Mr.,Jeffery551,Wuckert783,,,W,white,nonhispanic,M,Sandwich  Massachusetts  US,290 Kshlerin Byway Suite 49,Boston,Massachusetts,Suffolk County,25025.0,2151,42.29829284144638,-71.07444526838087
714b9a8e-373c-d6ce-3e02-3c74f06fc68d,1926-08-28,1982-11-04,999-93-8169,S99976570,X26276817X,Mr.,Henry768,Bins636,,,M,white,nonhispanic,M,Dunstable  Massachusetts  US,251 Paucek Underpass Apt 9,Weymouth,Massachusetts,Norfolk County,25021.0,2189,42.169110593137326,-70.90258586004944
378ba935-eae8-cd14-d07c-42cb84c6898b,1913-10-04,,999-70-5695,S99965923,X19431909X,Mr.,Adalberto916,Corkery305,,,D,white,nonhispanic,M,Arlington  Massachusetts  US,377 Rippin Trace Unit 54,South Duxbury,Massachusetts,Plymouth County,,0,42.05186610318649,-70.66523345241164
e8c909de-279a-e406-58d3-1df50195c621,1931-01-20,2004-07-30,999-94-5547,S99943990,X6457223X,Mr.,Deon400,Reichel38,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,632 Connelly Highlands,Hatfield,Massachusetts,Hampshire County,25015.0,1038,42.34186831233245,-72.62794511086413
19aa47fb-7c3a-f4a3-caf5-e50bd26ad279,1926-08-28,,999-97-7223,S99951028,X31162762X,Mr.,Jarvis643,Collins926,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,240 Maggio Way Apt 6,Weymouth,Massachusetts,Norfolk County,25021.0,2189,42.21611703327885,-70.91609767781193
c48d48a2-8703-187a-057f-5c66a96a49d0,1957-11-09,,999-15-9474,S99916684,X30699638X,Mr.,Gregory545,Jacobi462,,,D,white,nonhispanic,M,Bridgewater  Massachusetts  US,1043 Douglas Trace,Newton,Massachusetts,Middlesex County,25017.0,2459,42.40599628573364,-71.17285149102827
ae8c2dfa-301a-2a38-a04c-7668b88ef0bd,1968-11-01,,999-80-3919,S99960962,X43411607X,Mr.,Napoleon578,Satterfield305,,,S,white,nonhispanic,M,Hingham  Massachusetts  US,1057 Grant Manor Apt 44,Brookline,Massachusetts,Norfolk County,25025.0,2215,42.36474940800159,-71.15606049923296
d9ea2f38-b0bf-dcd7-e736-cf85389b4aae,1942-08-06,,999-89-9853,S99944792,X21275674X,Mr.,Drew592,Zboncak558,,,D,black,nonhispanic,M,Amesbury  Massachusetts  US,1059 McCullough Promenade,Quincy,Massachusetts,Norfolk County,25021.0,2170,42.28542046582715,-70.99750820447342
366e69cf-6452-2dbd-7303-43434ed5c8bb,1919-11-29,,999-38-1230,S99962773,X11901561X,Mr.,Maxwell782,Baumbach677,,,S,white,nonhispanic,M,Wareham  Massachusetts  US,688 Wintheiser Extension Unit 33,Dudley,Massachusetts,Worcester County,,0,42.02361929830472,-71.96823962318803
3b1bc0ce-916c-c633-531c-572c984df7f9,1944-06-20,,999-61-9848,S99990546,X71666346X,Mr.,Perry780,Schiller186,,,M,white,nonhispanic,M,Boston  Massachusetts  US,612 Roberts Trafficway Unit 75,Pocasset,Massachusetts,Barnstable County,25001.0,2559,41.70900231530937,-70.6011273130397
2db45854-0640-e127-3c90-b55113ab5111,1968-04-30,,999-91-7101,S99983587,X54062180X,Mr.,Jean712,Block661,,,S,white,nonhispanic,M,Boston  Massachusetts  US,209 Hickle Rapid Apt 42,Chicopee,Massachusetts,Hampden County,25013.0,1022,42.23986120543191,-72.55901329183851
63925a92-b072-715d-937d-245d2d89c3a9,1931-11-17,1996-12-06,999-28-4435,S99932608,X49307789X,Mr.,Irving123,Marks830,,,D,white,nonhispanic,M,Norwood  Massachusetts  US,544 Hessel Fork Suite 15,Methuen,Massachusetts,Essex County,25009.0,1841,42.72420036065525,-71.13474093768842
11b01c03-0db7-5072-d9a2-f860dbc1750d,1956-03-15,,999-42-4606,S99963313,X72345899X,Mr.,Al123,Turcotte120,,,M,black,hispanic,M,Brookfield  Massachusetts  US,1016 Nader Common Apt 9,Attleboro,Massachusetts,Bristol County,44007.0,2861,41.944408305256616,-71.28930767854078
6cd9613b-a1e1-3791-fb4f-e0ea5e32ee59,1935-12-14,,999-20-6930,S99985586,X15867556X,Mrs.,Valery629,Nolan344,,Schneider199,M,white,nonhispanic,F,North Adams  Massachusetts  US,305 Runolfsson Neck Apt 41,Newton,Massachusetts,Middlesex County,25017.0,2466,42.337935841584205,-71.2109592115534
8b2fab64-247f-d17c-2319-c6e04dbc4c39,1956-06-13,,999-42-6133,S99980748,X40912362X,Ms.,Tangela812,Armstrong51,MD,,S,white,nonhispanic,F,Boston  Massachusetts  US,658 Okuneva Gate Suite 23,Barnstable,Massachusetts,Barnstable County,25001.0,2601,41.73306661892415,-70.40894753015901
fa547226-97db-eeb1-29a9-05afa21a34ed,1951-04-07,,999-26-9795,S99989141,X59003577X,Mrs.,Katherin596,Jones311,,Dietrich576,M,white,nonhispanic,F,Brookline  Massachusetts  US,701 Corkery Gardens Suite 41,Brookline,Massachusetts,Norfolk County,25017.0,2467,42.33830119057215,-71.14760449302754
9af40485-a4b1-f502-03c2-d7904025839e,1929-01-17,2021-11-21,999-31-4787,S99934585,X29560914X,Mr.,Mitchell808,Klein929,,,M,white,nonhispanic,M,Becket  Massachusetts  US,521 Stokes Viaduct,Franklin,Massachusetts,Norfolk County,25021.0,2038,42.05577963427485,-71.44909023057892
d985146c-5c7e-7e06-d0f4-bb5cd8c71368,1928-04-21,2012-04-20,999-37-7648,S99940318,X44004446X,Mr.,Chung121,Vandervort697,,,W,white,nonhispanic,M,Westfield  Massachusetts  US,480 Zulauf Approach,Arlington,Massachusetts,Middlesex County,25017.0,2474,42.46850041894401,-71.1922024543327
76f70cf2-ba0d-46e8-213c-ee712bb10490,1966-09-26,2019-01-29,999-23-8120,S99936951,X72596879X,Mr.,Tristan353,Wilderman619,,,M,black,nonhispanic,M,Canton  Massachusetts  US,928 Hermiston Row,Reading,Massachusetts,Middlesex County,25017.0,1801,42.48479612211134,-71.18340970470081
5afd83eb-e6d3-3890-e8a7-db9be9dd8ec7,1929-01-17,,999-59-7202,S99952560,X45484751X,Mr.,Kip442,McKenzie376,,,S,white,nonhispanic,M,Devens  Massachusetts  US,458 Dickinson Stravenue Suite 4,Franklin,Massachusetts,Norfolk County,25021.0,2038,42.1229881647814,-71.39753575503732
b34ce06c-0773-f5d7-0e5f-7f7f8e5d9f36,1970-03-25,2016-12-20,999-13-8154,S99999156,X24079753X,Mr.,Williams176,Huel628,,,S,white,nonhispanic,M,Boston  Massachusetts  US,170 Padberg Key,South Hadley,Massachusetts,Hampshire County,,0,42.28547264979349,-72.59211389253302
0b4e4137-0e39-c45f-d677-7a2a437f7197,1931-11-17,2012-02-01,999-79-9160,S99977648,X54315396X,Mr.,Monty345,Gutkowski940,,,M,white,nonhispanic,M,Boston  Massachusetts  US,482 Feeney Landing Unit 52,Methuen,Massachusetts,Essex County,25009.0,1841,42.73394092935444,-71.14297086710859
f67b06e7-3733-c64e-f30b-6636653cfc61,1945-03-18,2021-03-15,999-34-6209,S99943672,X46031586X,Mr.,Jody426,Mitchell808,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,1094 Rodriguez Spur,Ashburnham,Massachusetts,Worcester County,,0,42.69164799756274,-71.89495305930548
ecdc6ff3-d727-1aa3-68ee-8866aebd8a00,1955-04-12,,999-21-4469,S99952360,X6596726X,Mr.,Wendell199,Bins636,,,M,white,nonhispanic,M,Holland  Massachusetts  US,585 Veum Wall,Methuen,Massachusetts,Essex County,25009.0,1844,42.78369556778174,-71.1655073878968
fe0aeb61-706c-e3e7-81c7-e382ac4e02b5,1916-07-22,2004-08-17,999-90-1770,S99915913,X33616345X,Mrs.,Antonetta450,Jakubowski832,,Beier427,W,white,nonhispanic,F,Attleboro  Massachusetts  US,661 Reichel Road,Leicester,Massachusetts,Worcester County,,0,42.26015267016892,-71.8763302295708
69e35ef8-6fe2-c048-8445-905778141552,1952-07-01,,999-46-1717,S99943784,X60847906X,Mr.,James276,Feest103,,,D,white,nonhispanic,M,Waltham  Massachusetts  US,540 Hickle Crossroad Apt 37,New Bedford,Massachusetts,Bristol County,25005.0,2748,41.64593158756743,-70.92114865167564
e1c35229-d940-7ef1-4df8-f69a63acc8b6,1931-11-17,2010-10-13,999-96-2043,S99985578,X49831620X,Mr.,Carlo647,Klocko335,,,W,white,nonhispanic,M,Worcester  Massachusetts  US,148 Kuhlman Grove Suite 96,Methuen,Massachusetts,Essex County,25009.0,1844,42.72656695210853,-71.19699411275201
9403c1c3-dc44-c6f4-8e4a-5b4d750d6493,1948-07-25,2016-09-25,999-65-8302,S99968792,X56913570X,Mr.,Melvin857,O'Kon634,,,S,asian,nonhispanic,M,Falmouth  Massachusetts  US,891 Reichert Tunnel Apt 2,Worcester,Massachusetts,Worcester County,25027.0,1610,42.26612615950919,-71.72007264259472
cd87f269-0dfb-786c-4fa6-63f1f7c1c2e9,1948-07-25,,999-55-4900,S99964980,X9751229X,Mr.,Dirk334,Nitzsche158,,,M,asian,nonhispanic,M,Shrewsbury  Massachusetts  US,228 Brekke Bridge Unit 59,Worcester,Massachusetts,Worcester County,25027.0,1610,42.30384673585888,-71.89699531507397
